Year,College Code,Branch Code,Caste,Mark
2018,1015,XM,OC,86.75
2018,1015,XM,BC,
2018,1015,XM,BCM,
2018,1015,XM,MBC,
2018,1015,XM,SC,
2018,1015,XM,SCA,
2018,1015,XM,ST,
2018,1026,CS,OC,181.5
2018,1026,CS,BC,174.0
2018,1026,CS,BCM,175.0
2018,1026,CS,MBC,172.25
2018,1026,CS,SC,158.25
2018,1026,CS,SCA,167.0
2018,1026,CS,ST,109.25
2018,1026,EC,OC,180.25
2018,1026,EC,BC,175.0
2018,1026,EC,BCM,175.25
2018,1026,EC,MBC,170.75
2018,1026,EC,SC,157.25
2018,1026,EC,SCA,
2018,1026,EC,ST,
2018,1026,EE,OC,169.5
2018,1026,EE,BC,159.25
2018,1026,EE,BCM,131.75
2018,1026,EE,MBC,158.25
2018,1026,EE,SC,144.5
2018,1026,EE,SCA,136.0
2018,1026,EE,ST,
2019,1,BY,OC,192.0
2019,1,BY,BC,188.0
2019,1,BY,BCM,188.0
2019,1,BY,MBC,187.5
2019,1,BY,SC,178.5
2019,1,BY,SCA,152.0
2019,1,BY,ST,144.5
2019,1,CE,OC,189.75
2019,1,CE,BC,188.5
2019,1,CE,BCM,186.0
2019,1,CE,MBC,186.0
2019,1,CE,SC,183.0
2019,1,CE,SCA,152.5
2019,1,CE,ST,171.5
2019,1,CM,OC,195.0
2019,1,CM,BC,194.0
2019,1,CM,BCM,192.5
2019,1,CM,MBC,191.5
2019,1,CM,SC,183.0
2019,1,CM,SCA,182.0
2019,1,CM,ST,176.5
2019,1,CS,OC,198.0
2019,1,CS,BC,196.5
2019,1,CS,BCM,197.5
2019,1,CS,MBC,194.75
2019,1,CS,SC,190.25
2019,1,CS,SCA,
2019,1,CS,ST,171.0
2019,1,EC,OC,196.75
2019,1,EC,BC,195.5
2019,1,EC,BCM,195.0
2019,1,EC,MBC,193.0
2019,1,EC,SC,191.0
2019,1,EC,SCA,179.5
2019,1,EC,ST,186.0
2019,1,EE,OC,195.0
2019,1,EE,BC,192.0
2019,1,EE,BCM,190.0
2019,1,EE,MBC,191.5
2019,1,EE,SC,184.5
2019,1,EE,SCA,176.5
2019,1,EE,ST,182.75
2019,1,EM,OC,193.33
2019,1,EM,BC,191.75
2019,1,EM,BCM,191.0
2019,1,EM,MBC,189.0
2019,1,EM,SC,179.0
2019,1,EM,SCA,154.5
2019,1,EM,ST,170.75
2019,1,GI,OC,187.5
2019,1,GI,BC,185.25
2019,1,GI,BCM,183.0
2019,1,GI,MBC,183.5
2019,1,GI,SC,174.0
2019,1,GI,SCA,170.25
2019,1,GI,ST,165.0
2019,1,IE,OC,185.0
2019,1,IE,BC,183.0
2019,1,IE,BCM,181.5
2019,1,IE,MBC,178.0
2019,1,IE,SC,164.25
2019,1,IE,SCA,156.5
2019,1,IE,ST,
2019,1,IM,OC,192.5
2019,1,IM,BC,190.5
2019,1,IM,BCM,189.0
2019,1,IM,MBC,188.5
2019,1,IM,SC,177.0
2019,1,IM,SCA,155.0
2019,1,IM,ST,181.25
2019,1,MA,OC,183.0
2019,1,MA,BC,178.5
2019,1,MA,BCM,181.5
2019,1,MA,MBC,172.0
2019,1,MA,SC,168.5
2019,1,MA,SCA,134.5
2019,1,MA,ST,
2019,1,ME,OC,192.5
2019,1,ME,BC,190.5
2019,1,ME,BCM,189.75
2019,1,ME,MBC,187.5
2019,1,ME,SC,183.5
2019,1,ME,SCA,172.5
2019,1,ME,ST,177.0
2019,1,MI,OC,187.0
2019,1,MI,BC,183.0
2019,1,MI,BCM,184.75
2019,1,MI,MBC,179.0
2019,1,MI,SC,179.0
2019,1,MI,SCA,162.5
2019,1,MI,ST,
2019,1,MN,OC,184.0
2019,1,MN,BC,180.0
2019,1,MN,BCM,178.5
2019,1,MN,MBC,176.5
2019,1,MN,SC,163.25
2019,1,MN,SCA,144.5
2019,1,MN,ST,
2019,1,PT,OC,180.5
2019,1,PT,BC,178.0
2019,1,PT,BCM,177.0
2019,1,PT,MBC,172.0
2019,1,PT,SC,167.0
2019,1,PT,SCA,167.5
2019,1,PT,ST,
2019,1,XC,OC,175.75
2019,1,XC,BC,169.0
2019,1,XC,BCM,172.5
2019,1,XC,MBC,162.0
2019,1,XC,SC,148.0
2019,1,XC,SCA,160.67
2019,1,XC,ST,
2019,1,XM,OC,176.0
2019,1,XM,BC,169.75
2019,1,XM,BCM,163.5
2019,1,XM,MBC,158.0
2019,1,XM,SC,138.0
2019,1,XM,SCA,
2019,1,XM,ST,
2019,2,AP,OC,174.0
2019,2,AP,BC,166.5
2019,2,AP,BCM,168.0
2019,2,AP,MBC,155.5
2019,2,AP,SC,139.0
2019,2,AP,SCA,113.5
2019,2,AP,ST,
2019,2,CH,OC,190.0
2019,2,CH,BC,188.5
2019,2,CH,BCM,187.5
2019,2,CH,MBC,184.0
2019,2,CH,SC,176.0
2019,2,CH,SCA,174.0
2019,2,CH,ST,134.0
2019,2,CL,OC,187.0
2019,2,CL,BC,185.0
2019,2,CL,BCM,182.0
2019,2,CL,MBC,179.0
2019,2,CL,SC,163.5
2019,2,CL,SCA,138.5
2019,2,CL,ST,
2019,2,CR,OC,168.0
2019,2,CR,BC,162.5
2019,2,CR,BCM,156.0
2019,2,CR,MBC,154.0
2019,2,CR,SC,144.5
2019,2,CR,SCA,113.5
2019,2,CR,ST,
2019,2,FS,OC,186.0
2019,2,FS,BC,183.5
2019,2,FS,BCM,176.0
2019,2,FS,MBC,173.5
2019,2,FS,SC,170.0
2019,2,FS,SCA,139.5
2019,2,FS,ST,147.25
2019,2,IB,OC,190.75
2019,2,IB,BC,187.0
2019,2,IB,BCM,182.5
2019,2,IB,MBC,179.75
2019,2,IB,SC,166.5
2019,2,IB,SCA,149.0
2019,2,IB,ST,
2019,2,IS,OC,190.0
2019,2,IS,BC,184.0
2019,2,IS,BCM,180.0
2019,2,IS,MBC,172.25
2019,2,IS,SC,163.75
2019,2,IS,SCA,138.5
2019,2,IS,ST,
2019,2,LE,OC,169.0
2019,2,LE,BC,162.5
2019,2,LE,BCM,152.5
2019,2,LE,MBC,157.0
2019,2,LE,SC,148.5
2019,2,LE,SCA,121.0
2019,2,LE,ST,126.0
2019,2,PM,OC,179.0
2019,2,PM,BC,173.5
2019,2,PM,BCM,175.5
2019,2,PM,MBC,167.0
2019,2,PM,SC,150.5
2019,2,PM,SCA,143.0
2019,2,PM,ST,124.5
2019,2,PP,OC,178.5
2019,2,PP,BC,173.0
2019,2,PP,BCM,175.0
2019,2,PP,MBC,167.5
2019,2,PP,SC,150.0
2019,2,PP,SCA,117.5
2019,2,PP,ST,
2019,2,TX,OC,173.0
2019,2,TX,BC,165.0
2019,2,TX,BCM,159.5
2019,2,TX,MBC,164.5
2019,2,TX,SC,142.0
2019,2,TX,SCA,133.5
2019,2,TX,ST,139.5
2019,4,AE,OC,192.0
2019,4,AE,BC,190.0
2019,4,AE,BCM,185.5
2019,4,AE,MBC,185.0
2019,4,AE,SC,179.0
2019,4,AE,SCA,166.0
2019,4,AE,ST,
2019,4,AS,OC,183.5
2019,4,AS,BC,180.0
2019,4,AS,BCM,177.0
2019,4,AS,MBC,174.5
2019,4,AS,SC,159.0
2019,4,AS,SCA,123.5
2019,4,AS,ST,
2019,4,AU,OC,187.5
2019,4,AU,BC,185.0
2019,4,AU,BCM,179.0
2019,4,AU,MBC,177.5
2019,4,AU,SC,170.0
2019,4,AU,SCA,155.5
2019,4,AU,ST,150.0
2019,4,CM,OC,193.0
2019,4,CM,BC,192.0
2019,4,CM,BCM,188.5
2019,4,CM,MBC,190.0
2019,4,CM,SC,179.0
2019,4,CM,SCA,149.0
2019,4,CM,ST,148.0
2019,4,CS,OC,194.5
2019,4,CS,BC,193.25
2019,4,CS,BCM,190.0
2019,4,CS,MBC,191.5
2019,4,CS,SC,184.5
2019,4,CS,SCA,190.0
2019,4,CS,ST,165.5
2019,4,EC,OC,193.5
2019,4,EC,BC,192.0
2019,4,EC,BCM,190.0
2019,4,EC,MBC,190.0
2019,4,EC,SC,183.75
2019,4,EC,SCA,173.5
2019,4,EC,ST,161.5
2019,4,EI,OC,190.0
2019,4,EI,BC,188.5
2019,4,EI,BCM,187.0
2019,4,EI,MBC,185.0
2019,4,EI,SC,170.0
2019,4,EI,SCA,143.0
2019,4,EI,ST,
2019,4,EM,OC,191.0
2019,4,EM,BC,190.0
2019,4,EM,BCM,186.0
2019,4,EM,MBC,185.5
2019,4,EM,SC,173.0
2019,4,EM,SCA,144.0
2019,4,EM,ST,143.0
2019,4,IM,OC,190.0
2019,4,IM,BC,190.0
2019,4,IM,BCM,187.5
2019,4,IM,MBC,185.5
2019,4,IM,SC,170.5
2019,4,IM,SCA,143.5
2019,4,IM,ST,146.0
2019,4,MF,OC,190.0
2019,4,MF,BC,189.5
2019,4,MF,BCM,183.5
2019,4,MF,MBC,185.0
2019,4,MF,SC,171.0
2019,4,MF,SCA,130.0
2019,4,MF,ST,131.0
2019,4,PR,OC,184.0
2019,4,PR,BC,179.5
2019,4,PR,BCM,178.25
2019,4,PR,MBC,175.5
2019,4,PR,SC,158.5
2019,4,PR,SCA,131.5
2019,4,PR,ST,142.0
2019,4,RP,OC,178.0
2019,4,RP,BC,171.5
2019,4,RP,BCM,169.0
2019,4,RP,MBC,163.5
2019,4,RP,SC,144.0
2019,4,RP,SCA,124.0
2019,4,RP,ST,131.25
2019,5,AM,OC,152.5
2019,5,AM,BC,126.5
2019,5,AM,BCM,109.5
2019,5,AM,MBC,110.5
2019,5,AM,SC,98.5
2019,5,AM,SCA,110.5
2019,5,AM,ST,
2019,5,BD,OC,117.0
2019,5,BD,BC,92.0
2019,5,BD,BCM,106.5
2019,5,BD,MBC,80.0
2019,5,BD,SC,80.0
2019,5,BD,SCA,
2019,5,BD,ST,
2019,5,CE,OC,116.5
2019,5,CE,BC,85.0
2019,5,CE,BCM,111.5
2019,5,CE,MBC,83.0
2019,5,CE,SC,96.5
2019,5,CE,SCA,
2019,5,CE,ST,
2019,5,CH,OC,155.0
2019,5,CH,BC,116.5
2019,5,CH,BCM,136.5
2019,5,CH,MBC,107.0
2019,5,CH,SC,113.0
2019,5,CH,SCA,
2019,5,CH,ST,
2019,5,CS,OC,139.0
2019,5,CS,BC,106.0
2019,5,CS,BCM,81.0
2019,5,CS,MBC,115.5
2019,5,CS,SC,112.0
2019,5,CS,SCA,107.0
2019,5,CS,ST,
2019,5,CZ,OC,104.5
2019,5,CZ,BC,
2019,5,CZ,BCM,
2019,5,CZ,MBC,87.5
2019,5,CZ,SC,82.0
2019,5,CZ,SCA,
2019,5,CZ,ST,
2019,5,EC,OC,163.0
2019,5,EC,BC,120.5
2019,5,EC,BCM,94.0
2019,5,EC,MBC,120.5
2019,5,EC,SC,119.0
2019,5,EC,SCA,95.5
2019,5,EC,ST,91.0
2019,5,EE,OC,115.0
2019,5,EE,BC,84.0
2019,5,EE,BCM,109.0
2019,5,EE,MBC,87.0
2019,5,EE,SC,91.5
2019,5,EE,SCA,94.0
2019,5,EE,ST,
2019,5,EI,OC,81.5
2019,5,EI,BC,
2019,5,EI,BCM,
2019,5,EI,MBC,
2019,5,EI,SC,
2019,5,EI,SCA,98.5
2019,5,EI,ST,
2019,5,IT,OC,125.0
2019,5,IT,BC,83.0
2019,5,IT,BCM,80.5
2019,5,IT,MBC,88.5
2019,5,IT,SC,93.5
2019,5,IT,SCA,106.5
2019,5,IT,ST,
2019,5,ME,OC,120.5
2019,5,ME,BC,82.5
2019,5,ME,BCM,94.0
2019,5,ME,MBC,94.0
2019,5,ME,SC,104.5
2019,5,ME,SCA,86.0
2019,5,ME,ST,
2019,5,MM,OC,82.5
2019,5,MM,BC,
2019,5,MM,BCM,
2019,5,MM,MBC,80.0
2019,5,MM,SC,79.0
2019,5,MM,SCA,
2019,5,MM,ST,
2019,1013,CS,OC,150.5
2019,1013,CS,BC,133.5
2019,1013,CS,BCM,122.0
2019,1013,CS,MBC,121.0
2019,1013,CS,SC,109.0
2019,1013,CS,SCA,84.5
2019,1013,CS,ST,103.0
2019,1013,EC,OC,140.5
2019,1013,EC,BC,109.5
2019,1013,EC,BCM,104.5
2019,1013,EC,MBC,108.5
2019,1013,EC,SC,98.0
2019,1013,EC,SCA,105.5
2019,1013,EC,ST,
2019,1013,IT,OC,138.5
2019,1013,IT,BC,108.0
2019,1013,IT,BCM,
2019,1013,IT,MBC,122.5
2019,1013,IT,SC,98.5
2019,1013,IT,SCA,
2019,1013,IT,ST,
2019,1013,ME,OC,127.0
2019,1013,ME,BC,81.0
2019,1013,ME,BCM,91.0
2019,1013,ME,MBC,103.5
2019,1013,ME,SC,81.0
2019,1013,ME,SCA,98.0
2019,1013,ME,ST,
2019,1013,XM,OC,101.0
2019,1013,XM,BC,
2019,1013,XM,BCM,
2019,1013,XM,MBC,
2019,1013,XM,SC,
2019,1013,XM,SCA,
2019,1013,XM,ST,
2019,1014,CE,OC,87.0
2019,1014,CE,BC,
2019,1014,CE,BCM,
2019,1014,CE,MBC,
2019,1014,CE,SC,
2019,1014,CE,SCA,
2019,1014,CE,ST,
2019,1014,CS,OC,130.5
2019,1014,CS,BC,113.5
2019,1014,CS,BCM,104.5
2019,1014,CS,MBC,118.0
2019,1014,CS,SC,100.5
2019,1014,CS,SCA,
2019,1014,CS,ST,
2019,1014,EC,OC,116.0
2019,1014,EC,BC,93.0
2019,1014,EC,BCM,98.5
2019,1014,EC,MBC,87.5
2019,1014,EC,SC,94.5
2019,1014,EC,SCA,122.5
2019,1014,EC,ST,
2020,1,BY,OC,191.0
2020,1,BY,BC,190.0
2020,1,BY,BCM,189.5
2020,1,BY,MBC,189.0
2020,1,BY,SC,182.0
2020,1,BY,SCA,156.5
2020,1,BY,ST,165.5
2020,1,CE,OC,190.0
2020,1,CE,BC,190.0
2020,1,CE,BCM,190.0
2020,1,CE,MBC,186.5
2020,1,CE,SC,182.5
2020,1,CE,SCA,182.0
2020,1,CE,ST,178.3333333
2020,1,CM,OC,196.0
2020,1,CM,BC,194.5
2020,1,CM,BCM,193.5
2020,1,CM,MBC,192.0
2020,1,CM,SC,188.5
2020,1,CM,SCA,181.5
2020,1,CM,ST,185.5
2020,1,CS,OC,198.25
2020,1,CS,BC,197.0
2020,1,CS,BCM,196.5
2020,1,CS,MBC,195.0
2020,1,CS,SC,192.0
2020,1,CS,SCA,193.5
2020,1,CS,ST,195.5
2020,1,EC,OC,196.5
2020,1,EC,BC,194.5
2020,1,EC,BCM,192.0
2020,1,EC,MBC,192.0
2020,1,EC,SC,190.0
2020,1,EC,SCA,186.5
2020,1,EC,ST,189.0
2020,1,EE,OC,193.5
2020,1,EE,BC,191.5
2020,1,EE,BCM,193.0
2020,1,EE,MBC,190.5
2020,1,EE,SC,189.0
2020,1,EE,SCA,190.0
2020,1,EE,ST,176.5
2020,1,EM,OC,193.5
2020,1,EM,BC,192.0
2020,1,EM,BCM,190.5
2020,1,EM,MBC,190.0
2020,1,EM,SC,185.0
2020,1,EM,SCA,166.5
2020,1,EM,ST,165.5
2020,1,GI,OC,190.0
2020,1,GI,BC,188.0
2020,1,GI,BCM,182.5
2020,1,GI,MBC,185.0
2020,1,GI,SC,172.5
2020,1,GI,SCA,180.5
2020,1,GI,ST,179.0
2020,1,IE,OC,190.0
2020,1,IE,BC,187.0
2020,1,IE,BCM,186.5
2020,1,IE,MBC,180.5
2020,1,IE,SC,171.5
2020,1,IE,SCA,155.0
2020,1,IE,ST,
2020,1,IM,OC,193.5
2020,1,IM,BC,192.0
2020,1,IM,BCM,190.5
2020,1,IM,MBC,190.0
2020,1,IM,SC,180.5
2020,1,IM,SCA,163.0
2020,1,IM,ST,170.0
2020,1,MA,OC,188.0
2020,1,MA,BC,185.0
2020,1,MA,BCM,178.5
2020,1,MA,MBC,178.5
2020,1,MA,SC,164.0
2020,1,MA,SCA,142.5
2020,1,MA,ST,
2020,1,ME,OC,192.0
2020,1,ME,BC,190.0
2020,1,ME,BCM,190.0
2020,1,ME,MBC,189.5
2020,1,ME,SC,183.5
2020,1,ME,SCA,160.0
2020,1,ME,ST,176.0
2020,1,MI,OC,185.0
2020,1,MI,BC,180.0
2020,1,MI,BCM,174.5
2020,1,MI,MBC,175.0
2020,1,MI,SC,167.5
2020,1,MI,SCA,147.0
2020,1,MI,ST,
2020,1,MN,OC,187.0
2020,1,MN,BC,184.5
2020,1,MN,BCM,179.0
2020,1,MN,MBC,178.5
2020,1,MN,SC,168.5
2020,1,MN,SCA,144.5
2020,1,MN,ST,
2020,1,PT,OC,179.0
2020,1,PT,BC,176.5
2020,1,PT,BCM,168.0
2020,1,PT,MBC,169.75
2020,1,PT,SC,166.5
2020,1,PT,SCA,131.0
2020,1,PT,ST,
2020,1,XC,OC,175.0
2020,1,XC,BC,164.5
2020,1,XC,BCM,164.0
2020,1,XC,MBC,168.5
2020,1,XC,SC,151.5
2020,1,XC,SCA,157.0
2020,1,XC,ST,
2020,1,XM,OC,177.0
2020,1,XM,BC,163.5
2020,1,XM,BCM,151.5
2020,1,XM,MBC,170.5
2020,1,XM,SC,161.5
2020,1,XM,SCA,
2020,1,XM,ST,137.5
2020,2,AP,OC,163.5
2020,2,AP,BC,159.5
2020,2,AP,BCM,146.0
2020,2,AP,MBC,151.5
2020,2,AP,SC,142.0
2020,2,AP,SCA,115.5
2020,2,AP,ST,
2020,2,CH,OC,190.0
2020,2,CH,BC,190.0
2020,2,CH,BCM,186.0
2020,2,CH,MBC,183.0
2020,2,CH,SC,174.0
2020,2,CH,SCA,146.5
2020,2,CH,ST,184.0
2020,2,CL,OC,189.0
2020,2,CL,BC,186.5
2020,2,CL,BCM,184.5
2020,2,CL,MBC,177.5
2020,2,CL,SC,159.5
2020,2,CL,SCA,135.5
2020,2,CL,ST,
2020,2,CR,OC,168.5
2020,2,CR,BC,159.5
2020,2,CR,BCM,150.0
2020,2,CR,MBC,157.0
2020,2,CR,SC,140.5
2020,2,CR,SCA,120.0
2020,2,CR,ST,
2020,2,FS,OC,187.0
2020,2,FS,BC,183.0
2020,2,FS,BCM,181.0
2020,2,FS,MBC,175.0
2020,2,FS,SC,172.5
2020,2,FS,SCA,149.0
2020,2,FS,ST,126.5
2020,2,IB,OC,192.0
2020,2,IB,BC,190.0
2020,2,IB,BCM,187.0
2020,2,IB,MBC,184.0
2020,2,IB,SC,173.5
2020,2,IB,SCA,154.0
2020,2,IB,ST,
2020,2,IS,OC,190.0
2020,2,IS,BC,190.0
2020,2,IS,BCM,185.0
2020,2,IS,MBC,178.0
2020,2,IS,SC,168.0
2020,2,IS,SCA,141.5
2020,2,IS,ST,
2020,2,LE,OC,167.5
2020,2,LE,BC,163.0
2020,2,LE,BCM,162.5
2020,2,LE,MBC,154.5
2020,2,LE,SC,147.5
2020,2,LE,SCA,123.5
2020,2,LE,ST,113.5
2020,2,PM,OC,182.5
2020,2,PM,BC,177.5
2020,2,PM,BCM,174.5
2020,2,PM,MBC,166.0
2020,2,PM,SC,156.0
2020,2,PM,SCA,134.0
2020,2,PM,ST,173.0
2020,2,PP,OC,177.5
2020,2,PP,BC,172.0
2020,2,PP,BCM,175.5
2020,2,PP,MBC,166.0
2020,2,PP,SC,150.0
2020,2,PP,SCA,129.75
2020,2,PP,ST,
2020,2,TX,OC,174.5
2020,2,TX,BC,165.5
2020,2,TX,BCM,158.5
2020,2,TX,MBC,156.5
2020,2,TX,SC,145.5
2020,2,TX,SCA,130.5
2020,2,TX,ST,136.0
2020,4,AE,OC,191.5
2020,4,AE,BC,190.0
2020,4,AE,BCM,189.5
2020,4,AE,MBC,188.0
2020,4,AE,SC,183.0
2020,4,AE,SCA,163.5
2020,4,AE,ST,
2020,4,AS,OC,184.0
2020,4,AS,BC,180.0
2020,4,AS,BCM,184.0
2020,4,AS,MBC,173.5
2020,4,AS,SC,165.0
2020,4,AS,SCA,139.5
2020,4,AS,ST,
2020,4,AU,OC,188.5
2020,4,AU,BC,186.0
2020,4,AU,BCM,186.0
2020,4,AU,MBC,180.0
2020,4,AU,SC,172.5
2020,4,AU,SCA,169.5
2020,4,AU,ST,155.5
2020,4,CM,OC,193.0
2020,4,CM,BC,192.0
2020,4,CM,BCM,192.0
2020,4,CM,MBC,190.0
2020,4,CM,SC,185.0
2020,4,CM,SCA,163.5
2020,4,CM,ST,168.5
2020,4,CS,OC,195.0
2020,4,CS,BC,194.0
2020,4,CS,BCM,192.5
2020,4,CS,MBC,191.0
2020,4,CS,SC,189.75
2020,4,CS,SCA,184.0
2020,4,CS,ST,
2020,4,EC,OC,193.0
2020,4,EC,BC,192.0
2020,4,EC,BCM,190.0
2020,4,EC,MBC,190.0
2020,4,EC,SC,188.5
2020,4,EC,SCA,173.5
2020,4,EC,ST,182.0
2020,4,EI,OC,190.0
2020,4,EI,BC,190.0
2020,4,EI,BCM,189.0
2020,4,EI,MBC,187.0
2020,4,EI,SC,175.5
2020,4,EI,SCA,155.0
2020,4,EI,ST,
2020,4,EM,OC,191.0
2020,4,EM,BC,190.5
2020,4,EM,BCM,190.0
2020,4,EM,MBC,189.0
2020,4,EM,SC,175.5
2020,4,EM,SCA,159.5
2020,4,EM,ST,129.0
2020,4,IM,OC,191.5
2020,4,IM,BC,190.5
2020,4,IM,BCM,190.0
2020,4,IM,MBC,189.5
2020,4,IM,SC,175.0
2020,4,IM,SCA,155.5
2020,4,IM,ST,152.5
2020,4,MF,OC,190.0
2020,4,MF,BC,190.0
2020,4,MF,BCM,189.0
2020,4,MF,MBC,185.5
2020,4,MF,SC,172.5
2020,4,MF,SCA,152.0
2020,4,MF,ST,137.0
2020,4,PR,OC,186.5
2020,4,PR,BC,183.5
2020,4,PR,BCM,182.0
2020,4,PR,MBC,175.0
2020,4,PR,SC,164.0
2020,4,PR,SCA,135.5
2020,4,PR,ST,140.0
2020,4,RP,OC,178.5
2020,4,RP,BC,172.5
2020,4,RP,BCM,156.5
2020,4,RP,MBC,164.0
2020,4,RP,SC,153.0
2020,4,RP,SCA,126.5
2020,4,RP,ST,110.5
2020,5,AM,OC,133.0
2020,5,AM,BC,86.5
2020,5,AM,BCM,97.5
2020,5,AM,MBC,92.0
2020,5,AM,SC,86.0
2020,5,AM,SCA,
2020,5,AM,ST,
2020,5,BD,OC,101.0
2020,5,BD,BC,79.5
2020,5,BD,BCM,
2020,5,BD,MBC,94.5
2020,5,BD,SC,80.0
2020,5,BD,SCA,
2020,5,BD,ST,
2020,5,CE,OC,109.0
2020,5,CE,BC,88.0
2020,5,CE,BCM,
2020,5,CE,MBC,88.5
2020,5,CE,SC,80.0
2020,5,CE,SCA,99.5
2020,5,CE,ST,
2020,5,CH,OC,127.5
2020,5,CH,BC,91.0
2020,5,CH,BCM,
2020,5,CH,MBC,88.5
2020,5,CH,SC,81.5
2020,5,CH,SCA,100.0
2020,5,CH,ST,
2020,5,CS,OC,128.0
2020,5,CS,BC,91.5
2020,5,CS,BCM,98.0
2020,5,CS,MBC,104.0
2020,5,CS,SC,91.0
2020,5,CS,SCA,118.0
2020,5,CS,ST,
2020,5,CZ,OC,94.0
2020,5,CZ,BC,
2020,5,CZ,BCM,
2020,5,CZ,MBC,
2020,5,CZ,SC,
2020,5,CZ,SCA,
2020,5,CZ,ST,
2020,5,EC,OC,125.0
2020,5,EC,BC,83.0
2020,5,EC,BCM,84.0
2020,5,EC,MBC,100.0
2020,5,EC,SC,86.5
2020,5,EC,SCA,
2020,5,EC,ST,
2020,5,EE,OC,98.5
2020,5,EE,BC,81.0
2020,5,EE,BCM,88.0
2020,5,EE,MBC,80.5
2020,5,EE,SC,80.0
2020,5,EE,SCA,
2020,5,EE,ST,
2020,5,EI,OC,81.5
2020,5,EI,BC,
2020,5,EI,BCM,
2020,5,EI,MBC,
2020,5,EI,SC,
2020,5,EI,SCA,
2020,5,EI,ST,
2020,5,IT,OC,113.0
2020,5,IT,BC,85.5
2020,5,IT,BCM,89.5
2020,5,IT,MBC,81.0
2020,5,IT,SC,88.5
2020,5,IT,SCA,
2020,5,IT,ST,
2020,5,ME,OC,98.5
2020,5,ME,BC,81.0
2020,5,ME,BCM,86.5
2020,5,ME,MBC,83.0
2020,5,ME,SC,83.5
2020,5,ME,SCA,
2020,5,ME,ST,
2020,5,MM,OC,80.0
2020,5,MM,BC,
2020,5,MM,BCM,
2020,5,MM,MBC,
2020,5,MM,SC,
2020,5,MM,SCA,
2020,5,MM,ST,
2020,1013,CS,OC,148.0
2020,1013,CS,BC,138.0
2020,1013,CS,BCM,101.5
2020,1013,CS,MBC,127.0
2020,1013,CS,SC,112.0
2020,1013,CS,SCA,110.5
2020,1013,CS,ST,
2020,1013,EC,OC,128.0
2020,1013,EC,BC,94.5
2020,1013,EC,BCM,99.0
2020,1013,EC,MBC,111.0
2020,1013,EC,SC,83.5
2020,1013,EC,SCA,113.5
2020,1013,EC,ST,
2020,1013,IT,OC,136.5
2020,1013,IT,BC,118.5
2020,1013,IT,BCM,123.0
2020,1013,IT,MBC,121.5
2020,1013,IT,SC,98.0
2020,1013,IT,SCA,96.0
2020,1013,IT,ST,
2020,1013,ME,OC,107.5
2020,1013,ME,BC,89.5
2020,1013,ME,BCM,
2020,1013,ME,MBC,83.0
2020,1013,ME,SC,80.0
2020,1013,ME,SCA,85.5
2020,1013,ME,ST,
2020,1013,XM,OC,113.5
2020,1013,XM,BC,
2020,1013,XM,BCM,
2020,1013,XM,MBC,
2020,1013,XM,SC,
2020,1013,XM,SCA,
2020,1013,XM,ST,
2020,1014,CE,OC,80.0
2020,1014,CE,BC,
2020,1014,CE,BCM,
2020,1014,CE,MBC,
2020,1014,CE,SC,
2020,1014,CE,SCA,
2020,1014,CE,ST,
2020,1014,CS,OC,143.5
2020,1014,CS,BC,112.0
2020,1014,CS,BCM,82.0
2020,1014,CS,MBC,114.5
2020,1014,CS,SC,103.0
2020,1014,CS,SCA,
2020,1014,CS,ST,
2020,1014,EC,OC,118.0
2020,1014,EC,BC,80.0
2020,1014,EC,BCM,86.0
2020,1014,EC,MBC,86.0
2020,1014,EC,SC,81.0
2020,1014,EC,SCA,
2020,1014,EC,ST,
